 43110|DC Merchant Commission - Hybrid|||Hybrid|China|Credit|RMB|168843910.6|209790153.6|1.242509445
 43210|Local Payout Fees - Hybrid|||Hybrid|China|Credit|RMB|0|0|0
 43310|FX Markup Fees - Hybrid|||Hybrid|China|Credit|HKD|16660899.01|16660899.01|1
 53120|D&W Processing Fees (Hybrid)|||Hybrid|China|Debit|RMB|63215053.09|78530981.83|1.242282937
 53170|Bank FX Commission (Hybrid)|||Hybrid|China|Debit|RMB|30928342.31|38437894.94|1.242804886
 53170|Bank FX Commission (Hybrid)|||Hybrid|China|Debit|HKD|987004.56|987004.56|1
 91650|FX Gain/Loss|FX001|FX Gain/Loss - Hybrid|Hybrid|China|Debit|HKD|654080.57|654080.57|1
 10129600|Due from China Pay-Direct RMB|CPDIR42(A)|Eskypay-IPS-2(Available)|Hybrid|China|Credit|RMB|50|22734.92|454.6984
 10129600|Due from China Pay-Direct RMB|CPDIR52(A)|Haipay-Haipay-2098(Available)|Hybrid|China|Debit|RMB|285779.26|285373.86|0.998581423
 10129600|Due from China Pay-Direct RMB|CPDIR59(A)|Haipay-Haipay-2103(Available)   |Hybrid|China|Debit|RMB|85518.09|7916.76|0.092574097
 10129600|Due from China Pay-Direct RMB|CPDIR61(A)|Linkinpay-YeePay-017(Available)      |Hybrid|China|Debit|RMB|693159.04|862855.3|1.244815764
 10129600|Due from China Pay-Direct RMB|CPDIR62(A)|Linkinpay-YeePay-019(Available)   |Hybrid|China|Debit|RMB|0|-4717.7|0
 10129600|Due from China Pay-Direct RMB|CPDIR67(A)|Linkinpay-HNA-023(Available)      |Hybrid|China|Credit|RMB|0.9|53159.53|59066.14444
 10129600|Due from China Pay-Direct RMB|CPDIR85(A)|Linkinpay-ShengPay-025(Available)|Hybrid|China|Debit|RMB|0|-16785.49|0
 10129600|Due from China Pay-Direct RMB|CPDIR87(A)|Linkinpay-ShengPay-027(Available)|Hybrid|China|Debit|RMB|0|-21332.95|0
 10129600|Due from China Pay-Direct RMB|CPDIR90(A)|Linkinpay-YeePay-028(Available)|Hybrid|China|Debit|RMB|660393.74|815262.78|1.234510158
 10129600|Due from China Pay-Direct RMB|CPDIR91(A)|BaoFoo-BaoFoo-181(Available)|Hybrid|China|Credit|RMB|0.1|55524.37|555243.7
 10129600|Due from China Pay-Direct RMB|CPDIR92(A)|BaoFoo-BaoFoo-182(Available)|Hybrid|China|Debit|RMB|0|-276857.86|0
